id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:how do you rate the level of hygiene of the market place,field:what is the common name of the product in english,"field:what is the geographical origin of the product: local, national or international ",field:what is the local name of the product,field:what is the name of the food market you are visiting,field:what is the nutritional value and/or health benefits (health claims) of the product,field:what is the price of the product,field:what is the scientific name of the product
4740931,"",,,Madrid,,378782,lurudeca,2016-12-09 04:00:16 -0500,2016-12-13 02:31:40 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4740931,https://static.inaturalist.org/photos/5741157/medium.png?1481274537,"","In the local market of Sidi Ifni (South of Morocco), this gentleman was selling ""figue de barbarie"".

Here some travel information pointing to this fruit in Sidi Ifni:

http://www.getintravel.com/sidi-ifni-morocco/prickly-pears-or-opuntia-ficus-indica-sold-in-sidi-ifni-morocco/",false,2,0,true,,sidi ifni,29.370112,-10.175929,6303,,,,Mission Prickly-Pear,Opuntia ficus-indica,Mission Prickly-Pear,Plantae,64119,,,,,,,,
4741009,"",,,Madrid,,378782,lurudeca,2016-12-09 05:05:05 -0500,2016-12-09 19:55:41 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741009,https://static.inaturalist.org/photos/5741301/medium.png?1481278126,"","This small antelope was sold as bushmeat next to the road, while driving South towards Accra in Ghana.",false,0,0,true,,ghana,7.946527,-1.023194,443648,,,,"Borregos y bisontes (Cattle, Sheep, Goats, Antelopes, and Allies)",Bovidae,Bovids,Mammalia,42241,,,,,,,,
4741091,"",,,Madrid,,378782,lurudeca,2016-12-09 05:28:33 -0500,2016-12-09 19:45:56 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741091,https://static.inaturalist.org/photos/5741439/medium.png?1481279693,"","Small stall next to the road in Ghana (driving South towards Accra), selling this palm fruit.",false,1,0,true,,ghana,7.946527,-1.023194,443648,,,,African oil palm,Elaeis guineensis,African oil palm,Plantae,132576,,,,,,,,
4741123,"",,,Madrid,,378782,lurudeca,2016-12-09 05:45:11 -0500,2016-12-14 03:04:58 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741123,https://static.inaturalist.org/photos/5741473/medium.png?1481280358,"","This huge snails were sold next to the road, while driving South towards Accra (Ghana).",false,4,0,true,,ghana,7.946527,-1.023194,443648,,,,Achatinidae,Achatinidae,,Mollusca,68421,,,,,,,,
4741153,"",,,Madrid,,378782,lurudeca,2016-12-09 06:14:21 -0500,2016-12-14 03:09:08 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741153,https://static.inaturalist.org/photos/5741507/medium.jpg?1481282113,"","At the local fish market in Nouakchott, you can find ""corvine"", which can be huge.",false,0,0,true,,Nouakchott,18.07353,-15.958237,13335,,,,Corvinas,Sciaenidae,Drums,Actinopterygii,49172,,,,,,,,
4741173,"",,,Madrid,,378782,lurudeca,2016-12-09 06:39:39 -0500,2016-12-09 19:41:20 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741173,https://static.inaturalist.org/photos/5741527/medium.jpg?1481283659,"",In the region of Madaoua (Niger). We saw clouds of these insects flying next to the road. Then also available in the markets.,false,0,0,true,,Madouan Niger,14.079044,5.956825,2773,,,,Desert Locust,Schistocerca gregaria,Desert Locust,Insecta,198928,,,,,,,,
4741182,"",,,Madrid,,378782,lurudeca,2016-12-09 06:52:23 -0500,2016-12-13 07:24:35 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741182,https://static.inaturalist.org/photos/5742916/medium.jpg?1481290153,"","In Madaoua (Niger), very interesting market dromedary market.",false,1,0,true,,"Madaoua, Niger",14.079044,5.956825,2773,,,,Dromedary Camel,Camelus dromedarius,Dromedary Camel,Mammalia,81542,,,,,,,,
4741507,"",,,Madrid,,378782,lurudeca,2016-12-09 08:51:45 -0500,2016-12-09 19:45:09 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741507,https://static.inaturalist.org/photos/5743363/medium.jpg?1481291564,"","In Franceville in Gabon, very interesting to see these ""edible worms"" in local market.",false,0,0,true,,"Franceville, gabon",-1.619644,13.601546,9370,,,,"",Bunaeini,,Insecta,125083,,,,,,,,
4741521,"",,,Madrid,,378782,lurudeca,2016-12-09 08:57:57 -0500,2016-12-09 19:44:45 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741521,https://static.inaturalist.org/photos/5743446/medium.jpg?1481291920,"","In Franceville in Gabon, very interesting to see this ""edible worms"" in local market",false,0,0,true,,"Franceville, gabon",-1.619644,13.601546,9370,,,,"",Lepidoptera,Butterflies and Moths,Insecta,47157,,,,,,,,
4741579,"",,,Madrid,,378782,lurudeca,2016-12-09 09:12:46 -0500,2016-12-09 09:23:39 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741579,https://static.inaturalist.org/photos/5743667/medium.png?1481292803,"","In local fish markets in Valdivia (Chile), very nice and big razor shell or clam.",false,0,0,true,,"Valdivia, chile",-39.819586,-73.24521,34349,,,,Moluscos,Mollusca,Mollusks,Mollusca,47115,,,,,,,,
4741634,"",,,Madrid,,378782,lurudeca,2016-12-09 09:31:32 -0500,2016-12-09 09:32:24 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741634,https://static.inaturalist.org/photos/5744004/medium.jpg?1481293945,"","Amazing seafood in local fish market in Valdivia (Chile). Here some crabs called ""jaivas"".",false,0,0,true,,"Valdivia, chile",-39.819586,-73.24521,34349,,,,Cangrejos verdaderos (True Crabs),Brachyura,True Crabs,Animalia,121639,,,,,,,,
4741646,"",,,Madrid,,378782,lurudeca,2016-12-09 09:36:23 -0500,2016-12-09 09:36:46 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741646,https://static.inaturalist.org/photos/5744066/medium.jpg?1481294209,"",Long brown algae available in local market in Valdivia (Chile),false,0,0,false,,"Valdivia, chile",,,,,,,Algas Pardas (Algae),Phaeophyceae,Brown Algae,Chromista,48220,,,,,,,,
4741687,"",,,Madrid,false,378782,lurudeca,2016-12-09 09:45:01 -0500,2016-12-12 19:30:12 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741687,https://static.inaturalist.org/photos/5744221/medium.jpg?1481294776,"",Sharks in local market in Champoton (Mexico).,false,2,0,true,,"champoton, mexico",19.343715,-90.725253,98442,,,,Cornuda cabeza de pala,Sphyrna tiburo,Shovelhead,Animalia,112960,,,,,,,,
4741720,"",,,Madrid,,378782,lurudeca,2016-12-09 09:53:40 -0500,2016-12-09 16:09:31 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741720,https://static.inaturalist.org/photos/5744677/medium.jpg?1481296383,"",Selling different types of mushrooms next to the road between Ekaterinburg and Kazan (Russia).,false,2,0,true,,"Ekaterinburg, russia",56.838926,60.605703,19554,,,,Basidiomycota,,Basidiomycota,Fungi,47169,,,,,,,,
4741899,"",,,Madrid,,378782,lurudeca,2016-12-09 10:28:33 -0500,2016-12-09 11:33:39 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4741899,https://static.inaturalist.org/photos/5744952/medium.jpg?1481297341,"",Strawberry in local market in Tokmok (Kirghizistan),false,1,0,true,,"TOKMoK, kirghizistan",42.822377,75.317895,9625,,,,Fresas,Fragaria,Strawberries,Plantae,50299,,,,,,,,
4756892,2016-11-26,2016-11-26,,Hawaii,,371151,isabellebolon,2016-12-11 12:54:02 -0500,2016-12-18 06:08:12 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4756892,https://static.inaturalist.org/photos/5787402/medium.jpeg?1481478845,"","At the Fernvale Country Market (60 km west of Brisbane, Australia) several stalls were selling chooks such as these Pekin Chicken.
https://en.wikipedia.org/wiki/Pekin_chicken
Backyard chicken raising is very popular in the area.


",false,0,0,true,,"Brisbane Valley Highway | State School, Fernvale, Australia",-27.448644,152.646725,59047,,,,Domestic Chicken,Gallus gallus domesticus,Domestic Chicken,Aves,505478,,,,,,,,
4757023,2016-11-26,2016-11-26,,Hawaii,,371151,isabellebolon,2016-12-11 13:18:42 -0500,2016-12-18 06:06:44 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4757023,https://static.inaturalist.org/photos/5787536/medium.jpg?1481480324,"","At the Fernvale Country Market (60 km west of Brisbane, Australia), I found these lady finger bananas.
https://en.wikipedia.org/wiki/Lady_Finger_banana
",false,0,0,true,,"Brisbane Valley Highway | State School, Fernvale, Australia",-27.446922,152.643932,,,,,Banana,Musa acuminata,Banana,Plantae,140907,,,,,,,,
4757083,2016-10-12,2016-10-12,,Hawaii,,371151,isabellebolon,2016-12-11 13:35:38 -0500,2016-12-18 06:07:24 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4757083,https://static.inaturalist.org/photos/5787634/medium.jpeg?1481481341,"","At the Jan Power’s Farmers Market (Brisbane, Australia), I found these Butternut squashes called Pumpkins in Australia. 

https://en.wikipedia.org/wiki/Butternut_squash",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.47112,153.02313,19,,,,Squash or Pumpkin,Cucurbita moschata,Squash or Pumpkin,Plantae,122869,,,,,,,,
4761759,"",,,Madrid,,378782,lurudeca,2016-12-12 03:56:37 -0500,2016-12-13 09:22:36 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761759,https://static.inaturalist.org/photos/5794900/medium.jpg?1481533091,"","Green, long (about 70 cm) and very sweet ""wild pod"" in a local market in the area of Chavin (Peru).",false,1,0,true,,chavin peru,-9.595472,-77.175836,1077,,,,Plantas,Plantae,Plants,Plantae,47126,,,,,,,,
4761772,"",,,Madrid,,378782,lurudeca,2016-12-12 04:06:48 -0500,2016-12-12 04:13:49 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761772,https://static.inaturalist.org/photos/5794915/medium.jpg?1481533672,"","""Chirimoya"" in local market in the region of Chavin (Perou). ",false,0,0,true,,chavin perou,-9.595472,-77.175836,1077,,,,Chirimoya,Annona reticulata,Wild Sweetsop,Plantae,284506,,,,,,,,
4761792,"",,,Madrid,,378782,lurudeca,2016-12-12 04:19:35 -0500,2016-12-12 04:19:59 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761792,https://static.inaturalist.org/photos/5794951/medium.jpg?1481534400,"","Here a so called ""camarones"" in Lobe (Cameroun). You can eat them in local markets and restaurants.",false,0,0,true,,lobe cameroun,2.688161,10.100107,31882,,,,"Cangrejos, langostas y camarones",Decapoda,Decapods,Animalia,47186,,,,,,,,
4761806,"",,,Madrid,,378782,lurudeca,2016-12-12 04:36:40 -0500,2016-12-12 04:43:42 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761806,https://static.inaturalist.org/photos/5794992/medium.png?1481535822,"",Local fish market in Kiribi (Cameroun). The diversity of fish was limited. ,false,0,0,true,,kiribi cameroun,2.940594,9.910191,2858,,,,Pargos y huachinangos,Lutjanidae,Snappers,Actinopterygii,47295,,,,,,,,
4761834,2016-12-11,2016-12-11,,Bern,,357546,rafaelruizdecastaneda,2016-12-12 05:13:04 -0500,2016-12-15 15:15:59 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761834,https://static.inaturalist.org/photos/5795126/medium.jpg?1481537679,"","Rose grapefruit in local market in Collognes Sous Saleve (in France, just next to Geneva).",false,2,0,true,,"collognes sous saleve, france",46.141043,6.144852,3172,,,,grapefruit,Citrus × paradisi,grapefruit,Plantae,170588,,,,,,,,
4761842,2016-12-11,2016-12-11,,Paris,,357546,rafaelruizdecastaneda,2016-12-12 05:26:15 -0500,2016-12-12 05:28:39 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761842,https://static.inaturalist.org/photos/5795192/medium.jpg?1481538518,"",Oranges from Spain in local market in Collognes Sous Saleve in France (next to Geneva).,false,1,0,true,,"collognes sous saleve, france",46.141043,6.144852,3172,,,,Citrus,Citrus,Citrus,Plantae,54297,,,,,,,,
4761914,2016-12-11,2016-12-11,,Paris,,357546,rafaelruizdecastaneda,2016-12-12 05:44:44 -0500,2016-12-12 05:45:27 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4761914,https://static.inaturalist.org/photos/5795239/medium.jpg?1481539528,"",Pears from Italy in the local market in Collognes Sous Saleve in France (next to Geneva).,false,0,0,true,,"collognes sous saleve, france",46.141043,6.144852,3172,,,,Pears,Pyrus,pears,Plantae,58736,,,,,,,,
4772795,2016-12-11,2016-12-11,,Paris,,357546,rafaelruizdecastaneda,2016-12-14 01:44:48 -0500,2016-12-14 01:46:07 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4772795,https://static.inaturalist.org/photos/5811977/medium.jpg?1481697928,"","We are all quite used to common orange carrots, but they can also be found with other colours as you can see in this picture from the local market of Collognes Sous Saleve in France.
 ",false,0,0,true,,"collognes sous saleve, france",46.141043,6.144852,3172,,,,Carrot,Daucus carota sativus,Carrot,Plantae,123454,,,,,,,,
4772836,2016-12-11,2016-12-11,,Paris,,357546,rafaelruizdecastaneda,2016-12-14 02:12:41 -0500,2016-12-14 02:42:17 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4772836,https://static.inaturalist.org/photos/5812050/medium.jpg?1481699643,"","The diversity of potatoes in European markets is usually not so important as the one that you can find in Bolivia, Peru, Ecuador and other South American countries. Here some potatoes from local market in Collognes Sous Saleve (France). ",false,1,0,true,,"collognes sous saleve, france",46.141043,6.144852,3172,,,,Potato,Solanum tuberosum,Potato,Plantae,53858,,,,,,,,
4772864,"",,,Madrid,,378782,lurudeca,2016-12-14 02:26:36 -0500,2016-12-15 14:16:23 -0500,casual,CC-BY-NC,http://www.inaturalist.org/observations/4772864,https://static.inaturalist.org/photos/5812118/medium.jpg?1481700793,"",Smoked sturgeons in local market in the region between Kazan and Ekateringbourg (precise geo-reference not available).,false,0,0,true,,"kazan, russia",55.830431,49.066081,22986,,,,Esturiones (Sturgeons),Acipenseridae,Sturgeons,Actinopterygii,49825,,,,,,,,
4776015,2007/09/07 ,2007-09-07,,Eastern Time (US & Canada),false,379608,katzyna,2016-12-14 20:25:58 -0500,2016-12-20 03:24:12 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4776015,https://static.inaturalist.org/photos/5816642/medium.jpeg?1481765019,"",Pangolins and Nile monitor at Malabo bushmeat market; not entirely impossible that some of these came from mainland Rio Muni.        ,false,0,0,true,,,3.6655175145,8.6093649589,13220,,,,Tree Pangolin,Phataginus tricuspis,Tree Pangolin,Mammalia,74866,,,,,,,,
4776016,2007/09/07 ,2007-09-07,,Eastern Time (US & Canada),false,379608,katzyna,2016-12-14 20:25:58 -0500,2016-12-19 12:37:41 -0500,research,CC-BY-NC,https://www.inaturalist.org/observations/4776016,https://static.inaturalist.org/photos/5816640/medium.jpeg?1481765016,"",Red-eared guenons at Malabo bushmeat market.       ,false,1,0,false,,,3.6301945395,8.7093565582,13220,,,,Red-eared Monkey,Cercopithecus erythrotis,Red-eared Monkey,Mammalia,43484,,,,,,,,
4777744,"",,,Paris,,357546,rafaelruizdecastaneda,2016-12-15 05:27:15 -0500,2016-12-15 14:13:05 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4777744,https://static.inaturalist.org/photos/5819487/medium.jpg?1481798131,"",Fresh coconut in a local stall next to the road in Panama.,false,1,0,true,,panama,8.537981,-80.782127,416547,,,,Coconut Palm,Cocos nucifera,Coconut Palm,Plantae,48865,,,,,,,,
4777761,"",,,Madrid,,378782,lurudeca,2016-12-15 05:44:56 -0500,2016-12-15 07:00:06 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4777761,https://static.inaturalist.org/photos/5819504/medium.jpeg?1481798764,"",Local stall next to the road in Mozambique.,false,1,0,true,,mozambique,-18.665695,35.529562,1075214,,,,Plants,Plantae,Plants,Plantae,47126,,,,,,,,
4777782,"",,,Madrid,,378782,lurudeca,2016-12-15 06:08:45 -0500,2016-12-15 06:12:12 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4777782,https://static.inaturalist.org/photos/5819545/medium.jpg?1481800297,"",Cherries presented in form of a cluster in this local market in Tiflis (Georgia),false,0,0,true,,"tiflis, georgia",41.715138,44.827096,21324,,,,"Duraznos, ciruelos y cerezos",Prunus,"Plums, Cherries, and Allies",Plantae,47351,,,,,,,,
4777934,"",,,Madrid,,378782,lurudeca,2016-12-15 07:55:29 -0500,2016-12-19 01:11:50 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4777934,https://static.inaturalist.org/photos/5819843/medium.png?1481806600,"",Mangoes in a local market in the city of Gracia (Honduras),false,1,0,true,,"gracias, honduras",14.587478,-88.583103,1862,,,,"cashews, sumacs, and allies",Anacardiaceae,"cashews, sumacs, and allies",Plantae,48874,,,,,,,,
4777997,"",,,Madrid,,378782,lurudeca,2016-12-15 08:19:27 -0500,2016-12-15 08:20:08 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4777997,https://static.inaturalist.org/photos/5819950/medium.png?1481808009,"",Very impressive and large rams in this local livestock market in the city of Minas (Uruguay).,false,0,0,true,,"Minas, Uruguay",-34.36439,-55.259071,6091,,,,Cabras,Capra,Goats,Mammalia,42348,,,,,,,,
4781130,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 02:38:04 -0500,2016-12-16 02:38:06 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781130,https://static.inaturalist.org/photos/5824908/medium.jpg?1481873887,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these Thai Eggplants.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Eggplant,Solanum melongena,Eggplant,Plantae,63190,,,,,,,,
4781141,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 02:46:16 -0500,2016-12-16 02:46:17 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781141,https://static.inaturalist.org/photos/5824927/medium.jpg?1481874378,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these sweet potatoes.
""About 95% of Australia's production is of the orange variety named Beauregard, originally from North America, known simply as ""sweet potato"" https://en.wikipedia.org/wiki/Sweet_potato",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Sweet Potato,Ipomoea batatas,Sweet Potato,Plantae,62941,,,,,,,,
4781145,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 02:53:06 -0500,2016-12-16 02:53:08 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781145,https://static.inaturalist.org/photos/5824933/medium.jpg?1481874792,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these red papayas.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Papaya,Carica papaya,Papaya,Plantae,62811,,,,,,,,
4781159,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 03:07:07 -0500,2016-12-16 03:07:09 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781159,https://static.inaturalist.org/photos/5824977/medium.jpg?1481875629,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these sugar loaf cabbages.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Cabbage,Brassica oleracea,Cabbage,Plantae,54516,,,,,,,,
4781176,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 03:14:12 -0500,2016-12-16 10:16:19 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781176,https://static.inaturalist.org/photos/5824989/medium.jpg?1481876056,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these passion fruits.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Maracuyá,Passiflora edulis,Passion Fruit,Plantae,51446,,,,,,,,
4781183,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 03:31:49 -0500,2016-12-16 10:13:22 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781183,https://static.inaturalist.org/photos/5825034/medium.jpg?1481877113,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these mediterranean zucchinis.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Calabacita,Cucurbita pepo,American Pumpkin,Plantae,76541,,,,,,,,
4781192,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 03:53:00 -0500,2016-12-16 10:12:40 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781192,https://static.inaturalist.org/photos/5825052/medium.jpg?1481878385,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these Aussie Navel Oranges.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Naranjo dulce,Citrus × sinensis,Orange,Plantae,331126,,,,,,,,
4781300,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 04:41:26 -0500,2016-12-16 10:29:18 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781300,https://static.inaturalist.org/photos/5825191/medium.jpg?1481881324,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these Eureka lemons.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,"Limones, naranjas y toronjas",Citrus,Citrus,Plantae,54297,,,,,,,,
4781339,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 05:00:04 -0500,2016-12-16 05:03:23 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781339,https://static.inaturalist.org/photos/5825255/medium.jpg?1481882485,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these royal gala apples.
""Royal Gala and Gala originated in New Zealand around 1934,as the result of a cross between Kidd’s Orange Red and Golden Delicious. They were introduced into Australia in the early 1980’s with Stanthorpe, Queensland known for producing  the best Royal Gala apples Australia wide""
http://www.aussieapples.com.au/aussie-grown-varieties/royal-gala.aspx
",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Apple,Malus x domestica,Apple,Plantae,469472,,,,,,,,
4781361,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 05:12:40 -0500,2016-12-16 10:22:58 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781361,https://static.inaturalist.org/photos/5825261/medium.jpeg?1481883163,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these ""monkey fingers"" bananas.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Plátanos,Musa,Bananas,Plantae,62911,,,,,,,,
4781365,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 05:24:47 -0500,2016-12-16 10:23:56 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781365,https://static.inaturalist.org/photos/5825273/medium.jpg?1481883889,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these acid-free grape tomatoes.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Jitomate,Solanum lycopersicum,Tomato,Plantae,51737,,,,,,,,
4781372,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 05:43:13 -0500,2016-12-16 06:19:48 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781372,https://static.inaturalist.org/photos/5825280/medium.jpg?1481884996,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these rockmelons.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Muskmelon,Cucumis melo,Muskmelon,Plantae,76538,,,,,,,,
4781375,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 05:50:43 -0500,2016-12-16 10:23:32 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781375,https://static.inaturalist.org/photos/5825405/medium.jpg?1481894594,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these heirloom tomatoes.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Jitomate,Solanum lycopersicum,Tomato,Plantae,51737,,,,,,,,
4781377,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 06:01:11 -0500,2016-12-16 10:25:02 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781377,https://static.inaturalist.org/photos/5825323/medium.jpg?1481888404,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these acid-free pines.",false,1,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Piña,Ananas comosus,Pineapple,Plantae,122965,,,,,,,,
4781382,2016-10-11,2016-10-11,,Hawaii,,371151,isabellebolon,2016-12-16 06:07:28 -0500,2016-12-16 06:11:30 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781382,https://static.inaturalist.org/photos/5825311/medium.jpg?1481886511,"","I visited the Jan Power’s Farmers Market (Brisbane, Australia) and found these strawberries.",false,0,0,true,,"Queen St & George St, Brisbane City QLD 4000, Australia",-27.4711219,153.0231303,,,,,Garden Strawberry,Fragaria × ananassa,Garden Strawberry,Plantae,55366,,,,,,,,
4781417,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-12-16 06:52:41 -0500,2016-12-18 06:05:30 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781417,https://static.inaturalist.org/photos/5825328/medium.jpg?1481889163,"","I visited the Hawke's Bay Farmers' Market (Hastings, New Zealand) and found these asparagus.",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,,,,,Asparagus,Asparagus officinalis,Asparagus,Plantae,60265,,,,,,,,
4781420,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-12-16 06:59:47 -0500,2016-12-18 06:05:01 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781420,https://static.inaturalist.org/photos/5825332/medium.jpg?1481889591,"","I visited the Hawke's Bay Farmers' Market (Hastings, New Zealand) and found these turnips.",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,,,,,Turnip,Brassica rapa rapa,Turnip,Plantae,55171,,,,,,,,
4781472,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-12-16 08:30:07 -0500,2016-12-18 06:04:14 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781472,https://static.inaturalist.org/photos/5825408/medium.jpg?1481895130,"","I visited the Hawke's Bay Farmers' Market (Hastings, New Zealand) and found these baby carrots.",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,,,,,Carrot,Daucus carota sativus,Carrot,Plantae,123454,,,,,,,,
4781476,2016-11-05,2016-11-05,,Hawaii,,371151,isabellebolon,2016-12-16 08:37:10 -0500,2016-12-18 06:03:52 -0500,casual,CC-BY-NC,https://www.inaturalist.org/observations/4781476,https://static.inaturalist.org/photos/5825411/medium.jpg?1481895440,"","I visited the Hawke's Bay Farmers' Market (Hastings, New Zealand) and found these radishes.",false,0,0,true,,"Kenilworth Rd, Hastings, New Zealand",-39.629674,176.862474,,,,,Raphanus,Raphanus,,Plantae,55412,,,,,,,,
